Timestamp,Genul,Nivelul de învățământ la care predați:,Disciplina / aria curriculară predată:,Vechimea în învățământ (ani):,Localitatea (oraș/sat):,Mă simt capabil(ă) să formulez prompturi clare și eficiente pentru diverse sarcini educaționale.,Înțeleg suficient de bine modul în care funcționează AI generativă pentru a o integra în predare.,Pot identifica situațiile didactice în care utilizarea AI generative ar putea îmbunătăți învățarea elevilor.,Mă simt pregătit(ă) să explic elevilor cum să utilizeze responsabil instrumente de AI generativă.,Pot evalua calitatea și acuratețea conținutului generat de un model de AI.,Pot adapta activități deja existente pentru a include utilizarea AI generative.,"Pot detecta erorile, biasurile și limitările instrumentelor de AI generativă atunci când lucrez cu acestea.",Sunt sigur(ă) că pot proiecta o lecție în care elevii folosesc AI generativă într-un mod productiv.,Mă simt încrezător/oare că pot preveni confuziile elevilor atunci când utilizează AI.,Pot gestiona situațiile în care elevii folosesc AI într-un mod neadecvat sau impropriu.,Sunt sigur(ă) că pot integra AI generativă astfel încât să sprijin dezvoltarea competențelor elevilor.,Pot răspunde eficient întrebărilor elevilor legate de funcționarea sau utilizarea AI generative.,Pot concepe activități de evaluare în care AI generativă este folosită corect și transparent.,"Dacă apar dificultăți tehnice sau pedagogice, mă simt capabil(ă) să găsesc soluții adecvate.",Utilizarea AI generative mă ajută să pregătesc mai rapid materialele pentru lecții.,Consider că AI generativă poate îmbunătăți calitatea explicațiilor și exemplelor oferite elevilor.,Activitățile cu AI generativă pot crește implicarea elevilor în învățare.,AI generativă poate sprijini diferențierea instruirii pentru elevii cu niveluri diferite.,Consider că AI generativă poate contribui la eficientizarea evaluării și feedbackului.,Utilizarea AI generative poate reduce volumul sarcinilor administrative ale profesorului.,Mi-e teamă că elevii ar putea folosi AI generativă pentru a trișa la teme sau evaluări.,Consider că instrumentele de AI generativă pot furniza informații inexacte sau eronate.,Sunt îngrijorat(ă) că utilizarea AI generative în clasă ar putea reduce motivația elevilor de a gândi autonom.,Există riscul ca elevii să devină prea dependenți de AI pentru sarcini simple.,Cred că AI generativă poate produce conținut cu bias sau stereotipuri.,Mi-e teamă că nu există suficiente reguli clare privind folosirea AI în școală.,Utilizarea AI generative ridică probleme legate de protecția datelor elevilor.,Cred că profesorii încă nu sunt pregătiți să gestioneze provocările etice ale AI generative.,Conducerea școlii mele sprijină inițiativele legate de utilizarea AI în educație.,În școala mea există o cultură care încurajează inovația și experimentarea cu tehnologii digitale.,Școala oferă informații sau orientări clare privind utilizarea AI cu elevii.,Pot primi sprijin tehnic sau pedagogic atunci când doresc să folosesc AI generativă în activitatea didactică.,Colegii mei sunt deschiși să discute și să împărtășească experiențe privind utilizarea AI.,Intenționez să folosesc AI generativă în lecțiile mele în următoarele 6 luni.,"Voi integra AI generativă în cel puțin o activitate didactică pe săptămână, dacă voi avea posibilitatea.",Voi încuraja elevii să folosească AI generativă în mod responsabil în activitățile lor școlare.,Vreau să experimentez și să învăț metode noi de integrare a AI generative în predare.,Sunt dispus(ă) să recomand colegilor mei utilizarea AI generative în activitatea didactică.,Descrieți o situație concretă în care ați utilizat sau ați fi dorit să utilizați AI generativă la clasă.,Care sunt principalele obstacole sau îngrijorări pe care le aveți privind utilizarea AI?,Ce tip de sprijin v-ar motiva să integrați AI generativă în activitățile cu elevii?
08/12/2025 19:15:18,F,Primar (clasele I-IV),Învățământ Primar,1 - 3 ani,Localitate rurală,6,7 - În total acord,7 - În total acord,6,4,2,4,4,6,7 - În total acord,6,2,7 - În total acord,4,7 - În total acord,7 - În total acord,6,5,6,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,6,3,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Într-o lecție de limba română la clasa a III-a, pregăteam elevii pentru un exercițiu de scriere creativă inspirat din tema „Orașul meu”. Am observat că unii elevi aveau dificultăți să pornească singuri un text – nu găseau idei, nu știau cum să înceapă sau repetau aceeași structură.

Pentru a-i sprijini, am folosit (sau aș fi dorit să folosesc) un instrument de AI generativă astfel:

Am introdus câteva cuvinte-cheie oferite de copii: „parc”, „primăvară”, „turn”, „prieteni”.

AI-ul a generat trei începuturi de compunere, diferite ca stil: unul descriptiv, unul narativ și unul mai creativ, cu elemente fantastice.

Elevii au citit variantele pe ecran și au ales modelul care le-a plăcut cel mai mult.

În perechi, au continuat compunerea adaptând-o: schimbând personajele, locurile sau acțiunea.

La final, au comparat textul lor cu modelul inițial, discutând ce au păstrat și ce au schimbat — un exercițiu excelent de reciclare a vocabularului și dezvoltare a competențelor de exprimare.",-,"M-ar motiva să integrez AI generativă la clasă dacă aș avea formare practică, instrumente ușor de utilizat, exemple concrete de activități, precum și suport tehnic minim, astfel încât să pot folosi rapid și în siguranță aceste resurse cu elevii."
08/12/2025 19:18:20,F,Liceu (clasele X-XII),Limba Română,Mai mult de 10 ani,Localitate urbană,6,7 - În total acord,5,5,4,6,4,4,5,5,5,6,6,4,6,7 - În total acord,5,6,6,5,7 - În total acord,5,7 - În total acord,7 - În total acord,5,5,6,7 - În total acord,4,5,4,4,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Sinteza materiei, evaluare și feedbackul",Analafabetismul funcțional și dispariția gândirii logice și critice,"Activități practice , schimb de idei, practici etc"
08/12/2025 19:18:23,F,Primar (clasele I-IV),Limba Română,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,6,6,5,6,6,6,6,6,6,5,6,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,3,3,3,3,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Am creat o poveste cu ajutorul aplicației AI.,Nu se vor dezvolta creativ. ,Jocuri
08/12/2025 19:20:51,M,Primar (clasele I-IV),Învățământ Primar,5 - 10 ani,Localitate rurală,6,7 - În total acord,7 - În total acord,6,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,1 - În total dezacord,1 - În total dezacord,6,1 - În total dezacord,1 - În total dezacord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"În cadrul unei ore de Educație plastică la clasa a II-a, elevii aveau de realizat o compoziție inspirată din natură, însă mulți dintre ei întâmpinau dificultăți în a vizualiza formele corecte ale anumitor elemente (frunze, flori, păsări). Pentru a-i sprijini, am utilizat un instrument de AI generativă care a creat instant imagini simple, stilizate, potrivite nivelului lor de înțelegere","Nu toți profesorii sunt familiarizați cu instrumentele de AI generativă. Aceasta poate crea reticență sau frică de utilizare, de teama de a greși sau de a nu controla procesul","Ar fi motivant să existe o persoană sau un serviciu la nivelul școlii care să ofere ajutor rapid în caz de dificultăți tehnice, pentru ca profesorii să nu piardă timp"
12/12/2025 09:30:44,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Limba Engleză, Limba Franceză, Dezvoltare Personală ",5 - 10 ani,Localitate urbană,5,4,4,3,3,4,3,3,3,4,3,2,3,3,7 - În total acord,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"Folosesc rareori AI generativa,  atunci cand sunt în pană de idei pentru scenariul didactic ",Uneori sunt informatiile eronate pe care le paote genera,Suport tehnic.
12/12/2025 09:36:24,M,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Informatica,Mai mult de 10 ani,Localitate rurală,3,3,4,3,4,3,3,3,4,4,3,3,3,4,5,5,4,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,2,3,4,6,6,7 - În total acord,6,6,Generarea fiselor de lucru pentru lecții la Dezvoltare personală,Problema consumului ridicat de resurse pentru funcționarea IA,Informare constantă și actualizată din domeniul IA
12/12/2025 09:38:49,F,Gimnaziu (clasele V-IX),Istoria,Mai mult de 10 ani,Localitate rurală,4,4,4,5,3,3,3,3,4,3,3,3,3,4,5,3,6,5,5,6,3,2,2,2,2,2,5,4,3,3,4,3,3,6,4,5,7 - În total acord,7 - În total acord,"Crearea rapidă a unor materiale diferențiate pentru elevii cu CES .Într-o lecție de istorie la clasa a VIII-a, am folosit AI generativă pentru a crea, în câteva minute, trei variante de exerciții despre Constituirea statelor medievale românești, adaptate la niveluri diferite de dificultate.
Elevii mai avansați au primit sarcini de analiză și argumentare, iar cei care aveau nevoie de sprijin au primit itemi de tip completare și alegere multiplă.","Riscul scăderii gândirii critice la elevi.
Îmi fac griji că elevii pot deveni prea dependenți de AI pentru a găsi răspunsuri rapide, fără să mai depună efort personal în analiză, sinteză sau argumentare la istorie","Formare practică, orientată pe exemple reale de la clasă.
Mi-ar fi de mare ajutor cursuri scurte și aplicate, în care să văd:
cum pot crea rapid materiale diferențiate,
cum pot folosi AI pentru evaluări formative,
cum pot transforma AI într-un instrument de sprijin, nu de copiat."
12/12/2025 09:40:08,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,5,5,5,5,5,5,5,3,5,5,4,3,3,3,4,4,4,5,5,5,4,5,5,5,5,4,5,3,6,6,5,4,4,5,5,6,7 - În total acord,7 - În total acord,Crearea unei melodii pe textul propus,Internet la maximum pentru  mai multă exersare,"Informație teoretică, exersare."
12/12/2025 09:42:35,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate urbană,5,5,4,4,5,3,4,4,4,4,3,3,3,4,5,6,4,4,4,6,6,7 - În total acord,6,6,5,4,4,5,3,6,4,3,5,6,7 - În total acord,4,7 - În total acord,7 - În total acord,Generez itemi la orele de sinteză după anumite modele,Ca se produc erori .,
12/12/2025 09:45:08,F,Gimnaziu (clasele V-IX),"Fizica, Chimia, Informatica",Mai mult de 10 ani,Localitate rurală,4,4,4,4,3,4,2,2,2,4,3,4,3,2,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,5,5,7 - În total acord,7 - În total acord,4,6,5,5,7 - În total acord,7 - În total acord,7 - În total acord,3,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Generarea prezentărilor în Gamma.app, generarea fișelor de feedback la discipline, fișelor simplificate pentru elevii cu CES, pașii pentru un proiect STEAM - la fiecare disciplină fiecare grup ce poate să elaboreze, crearea imaginilor pentru experiențe, melodii în baza versurilor, proiecte de lecții de scurtă durată, etc.","Există riscul ca elevii sau utilizatorii să se bazeze prea mult pe AI și să nu-și mai dezvolte gândirea critică, etc.","La elaborarea proiectelor de scurtă durată mai corectă, elaborarea prezentărilor mai interesantă și atractivă, fișe de evaluare."
12/12/2025 09:48:52,F,Gimnaziu (clasele V-IX),Limba Română,Mai mult de 10 ani,Localitate rurală,3,2,3,3,1 - În total dezacord,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,2,3,1 - În total dezacord,2,1 - În total dezacord,5,5,5,4,5,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,1 - În total dezacord,3,4,5,5,7 - În total acord,7 - În total acord,7 - În total acord,"Am propus elevilor o evaluare în format digital, utilizând ChatGPT",Autenticitatea învățării,Formări împreună cu elevii.
12/12/2025 09:49:10,F,Gimnaziu (clasele V-IX),"Limba Română, Limba Rusă",Mai mult de 10 ani,Localitate rurală,6,3,3,3,2,2,2,2,2,1 - În total dezacord,2,2,2,2,6,6,6,5,5,6,6,4,4,5,4,5,4,5,7 - În total acord,6,3,4,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Generare de proiecte didactice, chestionare, evaluări","Trișare la evaluări, lipsa de gândire",metodic
12/12/2025 09:51:21,F,Gimnaziu (clasele V-IX),Geografia,Mai puțin de 1 an,Localitate rurală,4,5,6,5,3,4,4,4,4,4,4,4,3,4,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,-,-,-
12/12/2025 10:10:13,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Biologia, Chimia",Mai mult de 10 ani,Localitate rurală,6,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,5,6,6,5,6,6,6,5,5,5,4,7 - În total acord,6,6,5,4,7 - În total acord,7 - În total acord,7 - În total acord,6,6,La unii termeni,Unele din ele sunt cu bani,Democratic
12/12/2025 10:24:35,M,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Istoria, Educația pentru Societate",Mai mult de 10 ani,Localitate urbană,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Să scrie numele unui stat și să vedem cu ce cuvânt asociază.,Educația se va bloca in timp,Oricare 
12/12/2025 11:23:20,F,Gimnaziu (clasele V-IX),"Matematica, Fizica",1 - 3 ani,Localitate rurală,5,4,4,4,5,4,4,4,4,4,4,4,4,4,5,5,4,4,5,4,6,6,6,6,5,6,7 - În total acord,5,5,5,5,6,6,6,5,6,6,7 - În total acord,generare de evaluări formative,informația incompletă sau uneori eronată,resurse digitale 
12/12/2025 11:26:43,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,5,5,6,6,5,6,6,6,5,5,6,6,6,6,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,6,6,5,5,4,6,7 - În total acord,5,7 - În total acord,7 - În total acord,"Am utilizat în cadrul unor lecții de predare la dezvoltare personală, educație moral-spirituală, științe, etc.",Principalul obstacol este lipsa tehnicii digitale moderne în sala de clasă.,Dotarea sălii de clasă cu echipament digital modern pentru învățător și elevi m-ar motiva să integrez AI în activitățile mele.
12/12/2025 11:26:58,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Biologia,Mai mult de 10 ani,Localitate rurală,6,4,6,5,5,5,5,5,6,5,6,4,5,5,7 - În total acord,7 - În total acord,4,4,5,7 - În total acord,6,6,7 - În total acord,4,4,6,4,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,La identificare unor răspunsuri succinte. ,Nu am.,"resurse educaționale deschise, prin fișe de lucru."
12/12/2025 11:27:35,F,Gimnaziu (clasele V-IX),Limba Engleză,Mai mult de 10 ani,Localitate rurală,6,5,5,5,5,5,6,5,5,6,5,5,5,6,6,6,6,5,5,6,6,5,4,7 - În total acord,6,6,4,4,3,3,3,4,2,7 - În total acord,6,5,7 - În total acord,6,"Crearea fișelor, prezentărilor",Dependența și scăderea capacității creativității personale ,Utilizarea judicioasă a AI 
12/12/2025 11:27:54,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,5,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,6,5,4,4,4,4,4,4,7 - În total acord,4,4,4,4,3,7 - În total acord,5,3,7 - În total acord,3,Elaborarea fișei de lucru individual la ora de matematică ,Toate se schimbă foarte repede și nu reușesc să țin pasul ,Formările profesionale periodice 
12/12/2025 11:28:22,F,Primar (clasele I-IV),Psihologie,Mai mult de 10 ani,Localitate urbană,7 - În total acord,4,7 - În total acord,4,3,5,3,6,5,4,5,5,2,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,3,2,2,2,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Explicarea experimentelor,Lipsa de cunostinte,Formari
12/12/2025 11:28:42,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX)","Informatica, Istoria, Educația Tehnologică, Educația pentru Societate, Învățământ Primar, desing grafic",5 - 10 ani,Localitate rurală,6,6,6,7 - În total acord,6,6,6,6,6,6,6,6,6,6,7 - În total acord,5,5,5,5,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,5,6,6,6,6,7 - În total acord,6,6,7 - În total acord,6,"Pentru elevii cu CES, imaginea generată a servit ca suport vizual concret, care a redus dificultatea de abstractizare.","AI poate furniza uneori informații incomplete, inexacte sau neactualizate.
Ca profesor, trebuie să verific de fiecare dată conținutul generat pentru a nu transmite elevilor informații greșite.",Ce tip de sprijin v-ar motiva să integrați AI generativă în activitățile cu elevii?
12/12/2025 11:29:15,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,6,6,6,7 - În total acord,6,3,5,7 - În total acord,6,4,6,3,5,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Ședință,Diversitatea  mare  de instrumente,Formările
12/12/2025 11:29:20,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Matematica,Mai mult de 10 ani,Localitate rurală,6,5,5,5,5,6,5,5,6,5,5,6,5,6,6,6,6,5,5,6,7 - În total acord,6,7 - În total acord,7 - În total acord,6,6,5,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,Importanța studierii unei teme la matematică în viața cotidiană.,O ingrijorare este că se obține aceleași idei la mai mulți elevi.,Ași integra AI în activitățile extracurriculare.
12/12/2025 11:29:28,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,6,4,4,5,4,4,4,3,3,2,4,4,4,6,5,5,5,5,5,5,6,6,6,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,Am folosit la crearea unor prezentări în cadrul orelor,"De fiecare dată necesită  timp de verificare a informației, modificări de adaptare a unor conținuturi sau activități la clasă. Mă îngrijorează faptul că se pot prelua date cu caracter personal al celor ce utilizează AI și că poate forma dependență.","Formări, activități de bune practici, colaborări în privința elementelor de noutate"
12/12/2025 11:29:43,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,4,4,4,4,4,4,4,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,7 - În total acord,7 - În total acord,"Nu am folosit la lecție, dar am folosit la proiectarea didactică a lecției",Că elevii să nu devină dependenți de AI,"Materiale ușor de adaptat, biblioteci de fișe create cu AI: povești, imagini, texte lacunare, jocuri de vocabular, exemple de proiecte didactice care integrează AI pentru diferite discipline și teme."
12/12/2025 11:30:06,F,Gimnaziu (clasele V-IX),Geografia,Mai mult de 10 ani,Localitate rurală,7 - În total acord,6,7 - În total acord,6,6,5,5,6,5,6,6,6,5,6,7 - În total acord,6,6,6,7 - În total acord,6,4,6,5,5,3,5,4,5,7 - În total acord,6,4,6,5,6,6,5,6,6,Evocare,tehnologia la elevi,prezentari
12/12/2025 11:30:07,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,4,5,6,4,4,6,4,3,5,5,4,3,4,2,7 - În total acord,6,5,6,5,6,5,4,6,5,4,5,5,7 - În total acord,5,5,5,4,6,6,6,2,7 - În total acord,7 - În total acord,PPT pentru ore,,
12/12/2025 11:30:23,F,"Gimnaziu (clasele V-IX), Liceu (clasele X-XII)",Limba Română,Mai mult de 10 ani,Localitate rurală,6,6,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,5,7 - În total acord,4,6,5,5,5,5,7 - În total acord,7 - În total acord,6,6,7 - În total acord,"Sugestii pentru diverse sarcini la nivel de școală, ca de exemplu POSTER LA TEMA 45 DE ANI AI INSTITUȚIEI, SARBĂTORILE DE IARNĂ ÎN ȘCOALA MEA...",Exagerarea utilizării și stoparea creativității elevilor,"orice, dar fizic..."
12/12/2025 11:31:26,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,4,4,4,2,4,4,2,2,2,4,4,3,4,5,5,5,4,5,5,6,6,3,5,7 - În total acord,4,5,5,6,4,4,4,2,2,5,5,3,7 - În total acord,5,Formularea sarcinilor și jocurilor interactive pentru elevi.,"Pof fi informații incorecte, siguranța datelor personale și supra-dependența de tehnologie.",Mi-aș dori o formare profesională clară și accesibilă.
12/12/2025 12:00:11,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate rurală,4,5,5,3,4,4,4,4,4,3,4,4,3,5,4,5,6,6,5,5,6,3,5,6,5,4,4,5,5,6,5,5,5,4,4,4,5,4,A ș dori sà folosesc la realizarea olimpiadei la științe,,
12/12/2025 12:26:13,F,Gimnaziu (clasele V-IX),"Biologia, Chimia",Mai mult de 10 ani,Localitate rurală,6,5,4,6,6,4,3,6,6,7 - În total acord,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,4,5,4,7 - În total acord,1 - În total dezacord,3,1 - În total dezacord,5,6,7 - În total acord,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,"Fișe de lucru , sarcini didactice, proiecte",Ca nu va fi varianta gratuită ,"Formare , cum sa le folosesc și cum să le  aleg pe cele mai eficiente "
12/12/2025 12:52:50,F,Liceu (clasele X-XII),Biologia,Mai mult de 10 ani,Localitate urbană,5,4,5,5,6,4,4,5,5,5,5,4,5,6,5,6,5,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,6,5,5,6,4,3,3,4,7 - În total acord,7 - În total acord,5,6,7 - În total acord,"Proiecte, fișe de lucru ",Elevii vor genera orice întrebare ,"Ateliere de lucru, exemple din activitate"
12/12/2025 12:59:57,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,7 - În total acord,6,7 - În total acord,6,5,2,3,5,5,5,5,5,6,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,,Nu am,Clarificările...
12/12/2025 13:08:27,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,5,5,6,6,7 - În total acord,6,7 - În total acord,6,5,6,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,6,3,7 - În total acord,5,5,6,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Fișe  de lucru,Plagietea,Perfecționarea
13/12/2025 09:45:38,F,"Primar (clasele I-IV), Gimnaziu (clasele V-IX), Liceu (clasele X-XII)","Educația Plastică, Învățământ Primar",Mai mult de 10 ani,Localitate rurală,6,6,5,4,5,5,5,4,4,4,5,4,4,4,6,6,5,5,6,6,6,6,6,6,6,6,5,5,6,5,5,4,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"Pregătirea materialelor, resurselor pentru formarea cadrelor didactice;   a părinților in cadrul ședințelor de pedagogizare; fisei si prezentări la ore",Utilizarea excesivă/ dependență ,Diversificarea instrumentelor; cum școală poate sprijini utilizarea responsabilă si eficienta a AI
15/12/2025 09:38:52,F,Primar (clasele I-IV),Învățământ Primar,Mai mult de 10 ani,Localitate urbană,5,6,7 - În total acord,6,7 - În total acord,6,5,5,5,4,5,5,4,3,6,6,6,7 - În total acord,6,6,6,6,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,3,3,3,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,,,
15/12/2025 09:41:05,F,Primar (clasele I-IV),Învățământ Primar,5 - 10 ani,Localitate urbană,2,2,5,5,3,5,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,1 - În total dezacord,3,3,2,2,2,2,2,4,3,3,7 - În total acord,7 - În total acord,Trezirea curiozității elevilor ,Este nevoie de mult sprijin din partea pedagogilui,Captivante
15/12/2025 09:41:06,F,Gimnaziu (clasele V-IX),Matematica,Mai mult de 10 ani,Localitate urbană,5,5,5,5,5,4,5,5,5,6,5,5,5,7 - În total acord,7 - În total acord,6,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,5,5,7 - În total acord,6,7 - În total acord,5,6,5,6,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,7 - În total acord,7 - În total acord,"La evaluari formative, sumative ",Nu o să mai vrem să gândim ,      
15/12/2025 09:41:33,F,Gimnaziu (clasele V-IX),Fizica,Mai mult de 10 ani,Localitate rurală,3,3,3,3,3,2,2,2,3,5,4,2,3,4,4,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,6,7 - În total acord,7 - În total acord,6,7 - În total acord,6,6,6,4,4,4,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Crearea proiectelor STEAM,Dependența la elevi de AI și reducerea gradului de gândire ,-
15/12/2025 09:41:37,F,Primar (clasele I-IV),Educația Fizică,Mai mult de 10 ani,Localitate urbană,6,5,5,5,5,5,4,4,5,5,5,5,5,5,7 - În total acord,7 - În total acord,7 - În total acord,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,6,5,6,5,7 - În total acord,6,5,5,5,6,7 - În total acord,7 - În total acord,7 - În total acord,7 - În total acord,Concurs,Dependența elevilor de AI,
15/12/2025 09:42:43,F,Gimnaziu (clasele V-IX),Limba Engleză,5 - 10 ani,Localitate rurală,4,3,2,2,2,1 - În total dezacord,2,1 - În total dezacord,1 - În total dezacord,2,2,2,2,2,3,5,4,4,4,5,6,6,6,6,5,5,5,6,2,2,2,2,2,6,6,4,7 - În total acord,7 - În total acord,model de eseu în engleză,nu știm să gestionăm corect toate instrumentele,"proiectarea lecțillor, verificarea eseurilor"
